# center-of-geometry distance [nm] vs time [ns]
5AFI   17.12856
3J7Z   18.10504
3J9Y   17.12829
3J9Z   17.05137
3JA1   16.78536
3JBU   18.33507
3JCD   17.37279
3JCE   16.88745
3JCJ   16.47398
4U1U   18.03775
4U1V   18.04476
4U20   17.98453
4U24   17.92563
4U26   17.98618
4U27   18.07966
4UY8   17.95102
4V4H   17.31574
4V4Q   16.87433
4V5B   17.84096
4V6C   17.89038
4V6D   17.93278
4V6E   17.97825
4V7S   17.89457
4V7T   18.01104
4V7U   17.96961
4V7V   17.92390
4V9C   18.26897
4V9D   17.79326
4V9O   18.10532
4V9P   17.97327
4V50   17.97719
4V52   18.40980
4V53   18.48889
4V54   18.30971
4V55   18.39362
4V56   18.39168
4V57   18.62000
4V64   18.50450
4V85   17.96691
4V89   18.21183
4WF1   17.97967
4WOI   18.14214
4WWW   17.90900
4YBB   17.94703
5GAD   17.86794
5GAE   17.90091
5GAG   17.79416
5GAH   17.86723
5IQR   17.00720
5IT8   17.85300
5J5B   17.91215
5J7L   17.86044
5J8A   17.89210
5J88   17.62643
5J91   17.91255
5JC9   17.90531
5JTE   17.43481
5JU8   17.46102
5KCS   16.76451
5KPS   16.17464
5KPW   15.62999
5KPX   15.42972
5L3P   16.68101
5LZD   17.20028
5LZE   17.14232
5MDV   17.65297
5MDW   17.59415
5MDY   17.65718
5MDZ   17.63457
5MGP   17.65945
5NP6   17.80655
5NWY   17.87304
5O2R   17.59966
5U4I   16.80274
5U9F   17.37748
5U9G   17.44912
5UYK   16.78020
5UYL   17.03295
5UYM   17.10592
5UYN   17.59895
5UYP   17.47095
5UYQ   17.60530
5WDT   17.30907
5WE4   17.44577
5WE6   17.25308
5WF0   17.47730
5WFK   17.41047
5WFS   17.29041
6BU8   16.53496
6BY1   17.25830
6C4I   17.14701
6DNC   17.48968
6ENF   17.51264
6ENJ   17.31870
6ENU   17.86558
6GBZ   14.88760
6GC0   16.68137
6GC8   16.76852
6GWT   16.99377
6GXM   16.96773
6GXN   16.94792
6GXO   17.02593
6H4N   17.34252
6HRM   18.30744
6I0Y   17.89290
6LKQ   17.99888
6O9J   16.87413
6O9K   17.57224
6OFX   17.96145
6OG7   17.70381
6OGF   17.46869
6OGI   17.99443
6OM6   17.88953
6ORE   17.64437
6ORL   17.69929
6OSK   17.61773
6OSQ   17.35598
6OT3   17.87784
6OUO   17.87764
6Q9A   17.41049
6Q97   17.78411
6QDW   17.96419
6S0K   17.98336
6TBV   18.08113
6TC3   18.07285
6VWL   17.76202
6VWM   17.56475
6VWN   17.47209
6WD0   17.42249
6WD1   17.40827
6WD2   17.21328
6WD3   17.16814
6WD4   17.24164
6WD5   17.24181
6WD6   17.43039
6WD7   16.91691
6WD8   17.22080
6WD9   17.43426
6WDA   17.16350
6WDD   17.34623
6WDE   17.37170
6WDF   17.03971
6WDG   17.20490
6WDJ   17.44275
6WDK   17.54610
6WDL   17.12310
6WDM   17.09083
6WNT   15.03325
6WNV   13.55581
6WNW   17.27467
6Y69   17.56192
6YS3   17.96028
6YSR   17.69003
6ZTJ   17.47817
6ZTL   17.24596
6ZTM   17.42834
6ZTN   17.67699
6ZTO   17.74137
6ZTP   17.74137
6ZU1   17.74137
7ABZ   17.57726
7AC7   17.67678
7ACJ   17.31703
7ACR   17.85061
7B5K   17.99231
7BL2   17.92032
7BL3   17.27641
7BL5   17.08291
7CPJ   17.56182
7D6Z   18.10810
7JSS   17.67048
7JSW   17.42648
7JSZ   17.68191
7JT1   17.14606
7JT2   17.08492
7JT3   17.56840
7K50   17.62319
7K51   17.76270
7K52   17.85944
7K53   17.47082
7K54   17.65176
7K55   17.70378
7LV0   17.62514
7N1P   17.78184
7N2C   17.73367
7N2U   18.02442
7N2V   17.88948
7N30   17.92406
7N31   17.89397
7NBU   17.61898
7NSO   17.56798
7NSP   17.30026
7NSQ   17.36608
7NWW   17.88500
7O1A   18.15119
7O1C   18.37022
7O19   18.01135
7OIF   17.85379
7OIG   17.77940
7OII   17.86944
7OIZ   17.85823
7OJ0   17.81798
7OT5   17.87730
7OTC   17.85434
7P3K   17.86114
7PJS   17.61249
7PJV   17.45507
7PJY   17.34359
7QG8   17.87345
7QGN   17.87255
7SA4   17.62865
7SS9   16.91488
7SSD   17.05846
7SSL   17.20158
7SSN   17.57257
7SSO   17.57804
7SSW   17.62082
7ST2   17.61753
7ST6   17.81794
7ST7   17.51322
7TOS   17.87799
7UG7   17.75342
